,gid,fma,fireblock,geom
506,506,28,2864,"MULTIPOLYGON (((-122.622975547 45.54211435800005, -122.6229767889999 45.54058319700005, -122.62298492 45.53904994900006, -122.622983477 45.53778218300005, -122.6250118199999 45.53778288100006, -122.628310648 45.53778352000006, -122.628410991 45.53778459900008, -122.630685995 45.53778748100007, -122.630683355 45.53897896400008, -122.630690088 45.54012328000005, -122.6306934139999 45.54206749600007, -122.630574822 45.54210004200007, -122.630431938 45.54211639700003, -122.629678235 45.54211665800005, -122.62866536 45.54211584000006, -122.627651092 45.54211503900007, -122.626053081 45.54211425800003, -122.62500683 45.54211500400004, -122.623989815 45.54211520000007, -122.622975547 45.54211435800005)))"
507,507,28,2865,"MULTIPOLYGON (((-122.619932818 45.54211373300006, -122.619937923 45.53904255300006, -122.617917887 45.53904161300005, -122.615971635 45.53903927800008, -122.615973351 45.53777733200008, -122.62196793 45.53778233600008, -122.622983477 45.53778218300005, -122.62298492 45.53904994900006, -122.6229767889999 45.54058319700005, -122.622975547 45.54211435800005, -122.621961316 45.54211448500007, -122.620947084 45.54211460300007, -122.619932818 45.54211373300006)))"
508,508,28,2866,"MULTIPOLYGON (((-122.6250118199999 45.53778288100006, -122.62501198 45.53652193800008, -122.625012433 45.53515721600007, -122.625015374 45.53415663200008, -122.624927421 45.53403980100006, -122.625168974 45.53394330900005, -122.625376202 45.53386017800005, -122.625572366 45.53377921000003, -122.6257725949999 45.53369523000003, -122.6258741029999 45.53365321300004, -122.6259468169999 45.53362347700005, -122.628180768 45.53272159700003, -122.628914842 45.53242409300003, -122.629560977 45.53241897600003, -122.630687895 45.53241962600003, -122.6306706299999 45.53311013700005, -122.630675914 45.53362205300004, -122.6306783209999 45.53390885300007, -122.630683468 45.53412022000003, -122.63068483 45.53419361900006, -122.630689687 45.53443436200007, -122.630692785 45.53466534600005, -122.630680888 45.53516485400007, -122.630677609 45.53578266000005, -122.630679135 45.53645422000005, -122.630681061 45.53709934100004, -122.630685995 45.53778748100007, -122.628410991 45.53778459900008, -122.628310648 45.53778352000006, -122.6250118199999 45.53778288100006)))"
509,510,28,2872,"MULTIPOLYGON (((-122.609919056 45.53777702600007, -122.6099222989999 45.53651505300007, -122.609925135 45.53512973600004, -122.609927843 45.53381588600007, -122.610032046 45.53373369500008, -122.610940334 45.53373561700005, -122.611305479 45.53374065800006, -122.6119576359999 45.53374727600004, -122.612703021 45.53375119900005, -122.612971936 45.53375310800004, -122.613987701 45.53376086100008, -122.614999145 45.53376476900007, -122.616068026 45.53377740000008, -122.615984601 45.53385627600005, -122.615977888 45.53651631200006, -122.615973351 45.53777733200008, -122.615971635 45.53903927800008, -122.617917887 45.53904161300005, -122.619937923 45.53904255300006, -122.619932818 45.54211373300006, -122.6189185859999 45.54211383400008, -122.618922541 45.54057772900006, -122.613973999 45.54057486400006, -122.611945556 45.54057397200006, -122.61194597 45.53946183600004, -122.610944302 45.53979840800008, -122.609982668 45.54012542400005, -122.6099145749999 45.53994262400005, -122.609915741 45.53903704100003, -122.609919056 45.53777702600007)))"
510,511,28,2873,"MULTIPOLYGON (((-122.615977888 45.53651631200006, -122.615984601 45.53385627600005, -122.616068026 45.53377740000008, -122.614999145 45.53376476900007, -122.615002931 45.53330555400004, -122.614998757 45.53210930600005, -122.615004622 45.53110769200003, -122.615003999 45.53071708700003, -122.6150154969999 45.53053967700004, -122.615023752 45.53027519800003, -122.615981038 45.53088315100007, -122.616355436 45.53109946700005, -122.616622922 45.53125020000004, -122.616925137 45.53139833500006, -122.61725369 45.53154304700007, -122.6175663499999 45.53167238700007, -122.618106736 45.53185724700006, -122.619053575 45.53210901500006, -122.620299836 45.53243357100007, -122.620444526 45.53246614600005, -122.6229585629999 45.53305607700003, -122.6257725949999 45.53369523000003, -122.625572366 45.53377921000003, -122.625376202 45.53386017800005, -122.625168974 45.53394330900005, -122.624927421 45.53403980100006, -122.623998603 45.53442017600003, -122.623319537 45.53469998800006, -122.622890269 45.53488022000005, -122.622799711 45.53491713600005, -122.622170126 45.53517938400006, -122.621965783 45.53526539300003, -122.621304429 45.53553507600003, -122.620949077 45.53568065100006, -122.620692562 45.53578719900003, -122.620374536 45.53592523000003, -122.6199363809999 45.53612911100004, -122.618935723 45.53656461200006, -122.6186526229999 45.53651892400006, -122.615977888 45.53651631200006)))"
511,512,28,2875,"MULTIPOLYGON (((-122.599440398 45.54225880500007, -122.59945125 45.54097026700003, -122.599457146 45.54033871600006, -122.599484546 45.53994955900004, -122.599494367 45.53874621100005, -122.599522054 45.53764924600006, -122.60055434 45.53764996400002, -122.6015699549999 45.53765195700004, -122.602096538 45.53765211700005, -122.602238229 45.53767889500006, -122.60260886 45.53768092700005, -122.603633046 45.53768861800006, -122.604534582 45.53769463100008, -122.60466832 45.53773232100008, -122.604803487 45.53777096300007, -122.60532868 45.53777113400008, -122.605859477 45.53777217900006, -122.6068736669999 45.53777317200007, -122.607889248 45.53777413100005, -122.608903438 45.53777510600003, -122.609919056 45.53777702600007, -122.609915741 45.53903704100003, -122.6099145749999 45.53994262400005, -122.609982668 45.54012542400005, -122.609144647 45.54040513000007, -122.608933305 45.54049124200003, -122.608254202 45.54077390000003, -122.607665669 45.54101964900008, -122.605593872 45.54184080700003, -122.6045736359999 45.54224227300006, -122.604148702 45.54227942300002, -122.603555066 45.54227560300006, -122.599440398 45.54225880500007)))"
512,513,28,2876,"MULTIPOLYGON (((-122.602096538 45.53765211700005, -122.6015699549999 45.53765195700004, -122.60055434 45.53764996400002, -122.599522054 45.53764924600006, -122.599526295 45.53734959900004, -122.599543691 45.53616275400003, -122.599560363 45.53495634200004, -122.600595528 45.53496092300003, -122.601609631 45.53496098400007, -122.602650293 45.53496348800007, -122.603181063 45.53496454500004, -122.603692381 45.53496693600005, -122.604203808 45.53497225800004, -122.604422347 45.53500545800006, -122.6046170389999 45.53503420000004, -122.604724613 45.53508020000004, -122.604844642 45.53512401400008, -122.605335009 45.53512482200006, -122.605865745 45.53512488900003, -122.6068799239999 45.53512686000005, -122.607895458 45.53512781900008, -122.607898067 45.53381005600005, -122.6078978 45.53372782600007, -122.608857628 45.53372979800008, -122.609258857 45.53373124600006, -122.610032046 45.53373369500008, -122.609927843 45.53381588600007, -122.609925135 45.53512973600004, -122.6099222989999 45.53651505300007, -122.609919056 45.53777702600007, -122.608903438 45.53777510600003, -122.607889248 45.53777413100005, -122.6068736669999 45.53777317200007, -122.605859477 45.53777217900006, -122.60532868 45.53777113400008, -122.604803487 45.53777096300007, -122.60466832 45.53773232100008, -122.604534582 45.53769463100008, -122.603633046 45.53768861800006, -122.60260886 45.53768092700005, -122.602238229 45.53767889500006, -122.602096538 45.53765211700005)))"
513,514,28,2881,"MULTIPOLYGON (((-122.58918247 45.54191803300006, -122.589187701 45.54164382400006, -122.584040583 45.54162174100003, -122.5840367009999 45.54181956400004, -122.582944224 45.54181293300007, -122.582360377 45.54180980700005, -122.5823615369999 45.54172755100006, -122.581288517 45.54171957400007, -122.581329752 45.53915880500006, -122.583186836 45.53916138400007, -122.583220325 45.53734085800005, -122.587164469 45.53735251700004, -122.5871835409999 45.53726504100007, -122.587810317 45.53726246800005, -122.588756248 45.53726388300004, -122.589204078 45.53724399600003, -122.589333148 45.53723088100003, -122.589938705 45.53718169000007, -122.590228012 45.53716957700004, -122.591287027 45.53717772400006, -122.591307817 45.53611613100003, -122.591261598 45.53603375900008, -122.5907314 45.53544329000005, -122.5902984369999 45.53526124200005, -122.590282267 45.53504909800006, -122.590561959 45.53492751200008, -122.591914275 45.53427733800004, -122.593116798 45.53364553800003, -122.5950479099999 45.53263920100005, -122.5970256319999 45.53161435800007, -122.599333207 45.53043367000004, -122.5986429339999 45.53093968600007, -122.598962129 45.53109636700003, -122.598950165 45.53231737900006, -122.598935888 45.53370192200003, -122.599579618 45.53370680800003, -122.599560363 45.53495634200004, -122.599543691 45.53616275400003, -122.599526295 45.53734959900004, -122.599522054 45.53764924600006, -122.599494367 45.53874621100005, -122.599484546 45.53994955900004, -122.599457146 45.54033871600006, -122.599316011 45.54036479000007, -122.59896793 45.54044554900003, -122.598715691 45.54051868300007, -122.598489939 45.54059231300005, -122.597927349 45.54074942900007, -122.597423462 45.54087414500003, -122.596996417 45.54096710800007, -122.596833582 45.54100923800007, -122.59667789 45.54105613200005, -122.596474265 45.54112543800005, -122.5964015979999 45.54115711200006, -122.596123768 45.54125420300005, -122.5958662789999 45.54133623700005, -122.5956701009999 45.54138093200004, -122.595392886 45.54141927000006, -122.595306858 45.54142867100006, -122.5951929129999 45.54143662200005, -122.595080504 45.54144846100007, -122.594966777 45.54146228100007, -122.5948531559999 45.54147903600006, -122.594742429 45.54149867600006, -122.5946303809999 45.54152029700003, -122.594366454 45.54157895000003, -122.594233703 45.54160584300007, -122.5939016999999 45.54166965200005, -122.593325551 45.54172420000003, -122.592080007 45.54183596300004, -122.591094121 45.54192439000008, -122.59027776 45.54200091400003, -122.589064262 45.54199947800004, -122.58918247 45.54191803300006)))"
514,515,28,2882,"MULTIPOLYGON (((-122.610032046 45.53373369500008, -122.609258857 45.53373124600006, -122.608857628 45.53372979800008, -122.6088016419999 45.53364761100005, -122.608802531 45.53299656900003, -122.608801976 45.53226919200006, -122.608801448 45.53120504200007, -122.608800312 45.53083696400006, -122.608800604 45.53046983800004, -122.608849725 45.52822999100005, -122.608854752 45.52795284500007, -122.608868987 45.52762364400007, -122.609356194 45.52769106400007, -122.609586133 45.52773187600008, -122.6099062059999 45.52779942400008, -122.610170642 45.52786897200008, -122.610464926 45.52795461400007, -122.610635635 45.52801315500005, -122.611015507 45.52815302500005, -122.6115840579999 45.52842257000003, -122.611956485 45.52862425200004, -122.6124740019999 45.52898186000004, -122.613436399 45.52961617200003, -122.6146002469999 45.53042298800005, -122.615003999 45.53071708700003, -122.615004622 45.53110769200003, -122.614998757 45.53210930600005, -122.615002931 45.53330555400004, -122.614999145 45.53376476900007, -122.613987701 45.53376086100008, -122.612971936 45.53375310800004, -122.612703021 45.53375119900005, -122.6119576359999 45.53374727600004, -122.611305479 45.53374065800006, -122.610940334 45.53373561700005, -122.610032046 45.53373369500008)))"
515,516,28,2883,"MULTIPOLYGON (((-122.599560363 45.53495634200004, -122.599579618 45.53370680800003, -122.598935888 45.53370192200003, -122.598950165 45.53231737900006, -122.598962129 45.53109636700003, -122.5986429339999 45.53093968600007, -122.599333207 45.53043367000004, -122.6005984719999 45.52977029300007, -122.602234699 45.52889453100005, -122.6031816019999 45.52839945900007, -122.603822567 45.52810577900004, -122.604322649 45.52791942500005, -122.6049864619999 45.52771636600005, -122.6056659659999 45.52756098500004, -122.606203544 45.52748456200004, -122.606587785 45.52744227600004, -122.606881141 45.52742808600004, -122.6071994069999 45.52740952400006, -122.607498949 45.52741186300005, -122.6078878599999 45.52742039400005, -122.608412582 45.52744796900004, -122.608872396 45.52749043900008, -122.608868987 45.52762364400007, -122.608854752 45.52795284500007, -122.608849725 45.52822999100005, -122.608800604 45.53046983800004, -122.608800312 45.53083696400006, -122.608801448 45.53120504200007, -122.608801976 45.53226919200006, -122.608802531 45.53299656900003, -122.6088016419999 45.53364761100005, -122.608857628 45.53372979800008, -122.6078978 45.53372782600007, -122.607898067 45.53381005600005, -122.607895458 45.53512781900008, -122.6068799239999 45.53512686000005, -122.605865745 45.53512488900003, -122.605335009 45.53512482200006, -122.604844642 45.53512401400008, -122.604724613 45.53508020000004, -122.6046170389999 45.53503420000004, -122.604422347 45.53500545800006, -122.604203808 45.53497225800004, -122.603692381 45.53496693600005, -122.603181063 45.53496454500004, -122.602650293 45.53496348800007, -122.601609631 45.53496098400007, -122.600595528 45.53496092300003, -122.599560363 45.53495634200004)))"
516,517,28,2894,"MULTIPOLYGON (((-122.630687895 45.53241962600003, -122.630668247 45.53185902700005, -122.6306546069999 45.53171830500003, -122.6305773449999 45.53162673200006, -122.630506643 45.53156147100003, -122.630225783 45.53138948000003, -122.6293256609999 45.53078743700007, -122.629158398 45.53063585500007, -122.628884358 45.53042261600007, -122.628651749 45.53023700000006, -122.628592442 45.53017838000005, -122.628533137 45.53011975900006, -122.628475221 45.53006111300004, -122.6284200169999 45.53000045900006, -122.628366206 45.52993977900007, -122.628283273 45.52984537400005, -122.6284103 45.52977840800003, -122.628587363 45.52970855700005, -122.628794974 45.52963618200005, -122.628978116 45.52957992300003, -122.629186313 45.52952320100007, -122.629379639 45.52947850000004, -122.62957183 45.52944067400006, -122.6297712 45.52940858900007, -122.629969398 45.52938239900004, -122.6301817359999 45.52936182000008, -122.6306786439999 45.52935260800007, -122.630693012 45.52862201200003, -122.630725809 45.52838252800007, -122.630775245 45.52825238500003, -122.630860245 45.52810493900006, -122.630926572 45.52801657800006, -122.6310272159999 45.52791485400007, -122.631159686 45.52777044300007, -122.631230187 45.52768200500003, -122.63128611 45.52761341700005, -122.6313273119999 45.52756076600008, -122.631375982 45.52748448100004, -122.631524443 45.52720956600007, -122.631576697 45.52708034900007, -122.6316066479999 45.52698776800003, -122.6316466329999 45.52686563000003, -122.631669658 45.52673695500005, -122.631690157 45.52661517900003, -122.6316887839999 45.52646737600003, -122.63310245 45.52646659800007, -122.634507873 45.52646889100004, -122.6359119049999 45.52647119400007, -122.637212794 45.52647148200003, -122.637201745 45.52706593800008, -122.637196199 45.52717764700003, -122.637186894 45.52752242800005, -122.6371749209999 45.52790739600005, -122.637169076 45.52834413800008, -122.637174079 45.52862501700008, -122.637166032 45.52904026100003, -122.637167926 45.52916455900004, -122.637150071 45.52998529000007, -122.637146177 45.53028885100008, -122.636762301 45.53030382100008, -122.636404141 45.53033593400005, -122.636158433 45.53035812400003, -122.635924118 45.53038695400005, -122.635758155 45.53041842900006, -122.635599187 45.53045075300003, -122.635464943 45.53047380700008, -122.635283048 45.53052613600005, -122.6350887729999 45.53058261200005, -122.6346944379999 45.53072699600006, -122.634427794 45.53085921900004, -122.634269161 45.53093754700006, -122.634061925 45.53105691700006, -122.63383671 45.53121676000006, -122.633593145 45.53140729000006, -122.633444153 45.53155690600005, -122.6332347649999 45.53176736100005, -122.633028564 45.53198852500003, -122.632845693 45.53220044400007, -122.631925571 45.53295861600003, -122.631730236 45.53313552100008, -122.631561305 45.53327375600003, -122.6314105769999 45.53337738700003, -122.6312565869999 45.53346835200006, -122.631083181 45.53356163600006, -122.630974462 45.53359693700003, -122.63086519 45.53361756400005, -122.630675914 45.53362205300004, -122.6306706299999 45.53311013700005, -122.630687895 45.53241962600003)))"
